0.000 0.000 -150.000 4.557
201.835 0.000 -150.000 4.181
403.670 0.000 -150.000 3.623
605.505 0.000 -150.000 4.055
807.339 0.000 -150.000 5.592
1009.174 0.000 -150.000 3.147
1211.009 0.000 -150.000 4.334
1412.844 0.000 -150.000 3.680
1614.679 0.000 -150.000 5.957
1816.514 0.000 -150.000 6.689
2018.349 0.000 -150.000 7.065
2220.183 0.000 -150.000 4.694
2422.018 0.000 -150.000 8.526
2623.853 0.000 -150.000 7.721
2825.688 0.000 -150.000 6.855
3027.523 0.000 -150.000 8.030
3229.358 0.000 -150.000 9.720
3431.193 0.000 -150.000 9.269
3633.028 0.000 -150.000 7.985
3834.862 0.000 -150.000 9.738
4036.697 0.000 -150.000 7.571
4238.532 0.000 -150.000 10.536
4440.367 0.000 -150.000 11.232
4642.202 0.000 -150.000 11.209
4844.037 0.000 -150.000 9.916
5045.872 0.000 -150.000 9.678
5247.706 0.000 -150.000 11.971
5449.541 0.000 -150.000 9.927
5651.376 0.000 -150.000 10.996
5853.211 0.000 -150.000 12.774
6055.046 0.000 -150.000 9.960
6256.881 0.000 -150.000 10.048
6458.716 0.000 -150.000 10.509
6660.550 0.000 -150.000 8.946
6862.385 0.000 -150.000 8.795
7064.220 0.000 -150.000 7.221
7266.055 0.000 -150.000 7.408
7467.890 0.000 -150.000 8.000
7669.725 0.000 -150.000 8.237
7871.560 0.000 -150.000 7.495
8073.394 0.000 -150.000 8.018
8275.229 0.000 -150.000 7.336
8477.064 0.000 -150.000 4.912
8678.899 0.000 -150.000 6.102
8880.734 0.000 -150.000 4.705
9082.569 0.000 -150.000 5.855
9284.404 0.000 -150.000 4.045
9486.239 0.000 -150.000 5.084
9688.073 0.000 -150.000 6.214
9889.908 0.000 -150.000 5.702
10091.743 0.000 -150.000 8.746
10293.578 0.000 -150.000 6.112
10495.413 0.000 -150.000 7.517
10697.248 0.000 -150.000 7.468
10899.083 0.000 -150.000 6.457
11100.917 0.000 -150.000 8.014
11302.752 0.000 -150.000 9.467
11504.587 0.000 -150.000 5.993
11706.422 0.000 -150.000 9.275
11908.257 0.000 -150.000 11.162
12110.092 0.000 -150.000 10.414
12311.927 0.000 -150.000 9.900
12513.761 0.000 -150.000 9.555
12715.596 0.000 -150.000 10.582
12917.431 0.000 -150.000 12.061
13119.266 0.000 -150.000 10.238
13321.101 0.000 -150.000 8.877
13522.936 0.000 -150.000 11.793
13724.771 0.000 -150.000 9.027
13926.606 0.000 -150.000 9.491
14128.440 0.000 -150.000 9.392
14330.275 0.000 -150.000 6.651
14532.110 0.000 -150.000 7.784
14733.945 0.000 -150.000 6.221
14935.780 0.000 -150.000 5.527
15137.615 0.000 -150.000 3.656
15339.450 0.000 -150.000 2.778
15541.284 0.000 -150.000 2.792
15743.119 0.000 -150.000 1.239
15944.954 0.000 -150.000 -0.297
16146.789 0.000 -150.000 -1.719
16348.624 0.000 -150.000 -2.365
16550.459 0.000 -150.000 -0.434
16752.294 0.000 -150.000 -3.409
16954.128 0.000 -150.000 -4.812
17155.963 0.000 -150.000 -5.877
17357.798 0.000 -150.000 -6.312
17559.633 0.000 -150.000 -5.468
17761.468 0.000 -150.000 -6.917
17963.303 0.000 -150.000 -8.234
18165.138 0.000 -150.000 -8.077
18366.972 0.000 -150.000 -7.511
18568.807 0.000 -150.000 -7.033
18770.642 0.000 -150.000 -5.804
18972.477 0.000 -150.000 -8.809
19174.312 0.000 -150.000 -8.234
19376.147 0.000 -150.000 -7.410
19577.982 0.000 -150.000 -7.717
19779.817 0.000 -150.000 -7.759
19981.651 0.000 -150.000 -9.035
20183.486 0.000 -150.000 -8.005
20385.321 0.000 -150.000 -6.684
20587.156 0.000 -150.000 -7.720
20788.991 0.000 -150.000 -8.060
20990.826 0.000 -150.000 -5.253
21192.661 0.000 -150.000 -7.053
21394.495 0.000 -150.000 -5.237
21596.330 0.000 -150.000 -6.004
21798.165 0.000 -150.000 -5.290
22000.000 0.000 -150.000 -6.223
0.000 202.020 -150.000 3.892
201.835 202.020 -150.000 3.117
403.670 202.020 -150.000 3.493
605.505 202.020 -150.000 3.300
807.339 202.020 -150.000 5.034
1009.174 202.020 -150.000 5.497
1211.009 202.020 -150.000 4.887
1412.844 202.020 -150.000 4.670
1614.679 202.020 -150.000 4.911
1816.514 202.020 -150.000 5.633
2018.349 202.020 -150.000 4.295
2220.183 202.020 -150.000 4.607
2422.018 202.020 -150.000 7.612
2623.853 202.020 -150.000 4.199
2825.688 202.020 -150.000 7.152
3027.523 202.020 -150.000 6.981
3229.358 202.020 -150.000 9.142
3431.193 202.020 -150.000 10.915
3633.028 202.020 -150.000 9.727
3834.862 202.020 -150.000 9.617
4036.697 202.020 -150.000 11.159
4238.532 202.020 -150.000 11.015
4440.367 202.020 -150.000 10.939
4642.202 202.020 -150.000 10.750
4844.037 202.020 -150.000 12.631
5045.872 202.020 -150.000 12.669
5247.706 202.020 -150.000 10.862
5449.541 202.020 -150.000 11.036
5651.376 202.020 -150.000 11.734
5853.211 202.020 -150.000 11.310
6055.046 202.020 -150.000 10.587
6256.881 202.020 -150.000 12.237
6458.716 202.020 -150.000 10.776
6660.550 202.020 -150.000 13.036
6862.385 202.020 -150.000 8.728
7064.220 202.020 -150.000 9.502
7266.055 202.020 -150.000 9.939
7467.890 202.020 -150.000 8.187
7669.725 202.020 -150.000 8.537
7871.560 202.020 -150.000 8.723
8073.394 202.020 -150.000 4.573
8275.229 202.020 -150.000 5.182
8477.064 202.020 -150.000 7.818
8678.899 202.020 -150.000 5.631
8880.734 202.020 -150.000 7.202
9082.569 202.020 -150.000 6.672
9284.404 202.020 -150.000 6.853
9486.239 202.020 -150.000 5.505
9688.073 202.020 -150.000 6.555
9889.908 202.020 -150.000 8.550
10091.743 202.020 -150.000 7.248
10293.578 202.020 -150.000 7.421
10495.413 202.020 -150.000 6.934
10697.248 202.020 -150.000 7.018
10899.083 202.020 -150.000 11.033
11100.917 202.020 -150.000 7.401
11302.752 202.020 -150.000 9.598
11504.587 202.020 -150.000 10.774
11706.422 202.020 -150.000 8.581
11908.257 202.020 -150.000 11.187
12110.092 202.020 -150.000 11.513
12311.927 202.020 -150.000 10.896
12513.761 202.020 -150.000 12.666
12715.596 202.020 -150.000 13.557
12917.431 202.020 -150.000 13.451
13119.266 202.020 -150.000 12.341
13321.101 202.020 -150.000 13.293
13522.936 202.020 -150.000 11.386
13724.771 202.020 -150.000 11.097
13926.606 202.020 -150.000 9.152
14128.440 202.020 -150.000 10.109
14330.275 202.020 -150.000 8.605
14532.110 202.020 -150.000 8.178
14733.945 202.020 -150.000 5.128
14935.780 202.020 -150.000 6.800
15137.615 202.020 -150.000 4.726
15339.450 202.020 -150.000 3.436
15541.284 202.020 -150.000 2.094
15743.119 202.020 -150.000 1.991
15944.954 202.020 -150.000 1.421
16146.789 202.020 -150.000 -0.131
16348.624 202.020 -150.000 -1.373
16550.459 202.020 -150.000 -4.719
16752.294 202.020 -150.000 -4.039
16954.128 202.020 -150.000 -1.601
17155.963 202.020 -150.000 -5.808
17357.798 202.020 -150.000 -5.058
17559.633 202.020 -150.000 -6.886
17761.468 202.020 -150.000 -5.673
17963.303 202.020 -150.000 -7.204
18165.138 202.020 -150.000 -7.651
18366.972 202.020 -150.000 -8.476
18568.807 202.020 -150.000 -7.036
18770.642 202.020 -150.000 -7.401
18972.477 202.020 -150.000 -8.069
19174.312 202.020 -150.000 -7.175
19376.147 202.020 -150.000 -8.179
19577.982 202.020 -150.000 -8.672
19779.817 202.020 -150.000 -8.089
19981.651 202.020 -150.000 -6.362
20183.486 202.020 -150.000 -8.179
20385.321 202.020 -150.000 -9.249
20587.156 202.020 -150.000 -6.076
20788.991 202.020 -150.000 -8.549
20990.826 202.020 -150.000 -5.420
21192.661 202.020 -150.000 -6.917
21394.495 202.020 -150.000 -6.521
21596.330 202.020 -150.000 -5.139
21798.165 202.020 -150.000 -5.733
22000.000 202.020 -150.000 -7.361
0.000 404.040 -150.000 4.539
201.835 404.040 -150.000 2.620
403.670 404.040 -150.000 4.413
605.505 404.040 -150.000 4.107
807.339 404.040 -150.000 5.973
1009.174 404.040 -150.000 5.464
1211.009 404.040 -150.000 4.471
1412.844 404.040 -150.000 8.239
1614.679 404.040 -150.000 5.553
1816.514 404.040 -150.000 4.713
2018.349 404.040 -150.000 7.503
2220.183 404.040 -150.000 9.470
2422.018 404.040 -150.000 7.895
2623.853 404.040 -150.000 8.546
2825.688 404.040 -150.000 8.087
3027.523 404.040 -150.000 8.319
3229.358 404.040 -150.000 9.185
3431.193 404.040 -150.000 11.370
3633.028 404.040 -150.000 9.840
3834.862 404.040 -150.000 11.587
4036.697 404.040 -150.000 12.731
4238.532 404.040 -150.000 10.508
4440.367 404.040 -150.000 11.740
4642.202 404.040 -150.000 14.043
4844.037 404.040 -150.000 13.822
5045.872 404.040 -150.000 13.863
5247.706 404.040 -150.000 12.515
5449.541 404.040 -150.000 12.782
5651.376 404.040 -150.000 12.800
5853.211 404.040 -150.000 14.195
6055.046 404.040 -150.000 10.595
6256.881 404.040 -150.000 11.932
6458.716 404.040 -150.000 11.402
6660.550 404.040 -150.000 11.570
6862.385 404.040 -150.000 11.460
7064.220 404.040 -150.000 10.354
7266.055 404.040 -150.000 9.581
7467.890 404.040 -150.000 8.811
7669.725 404.040 -150.000 9.589
7871.560 404.040 -150.000 8.612
8073.394 404.040 -150.000 8.684
8275.229 404.040 -150.000 6.963
8477.064 404.040 -150.000 4.757
8678.899 404.040 -150.000 6.659
8880.734 404.040 -150.000 5.150
9082.569 404.040 -150.000 6.423
9284.404 404.040 -150.000 5.788
9486.239 404.040 -150.000 8.030
9688.073 404.040 -150.000 7.701
9889.908 404.040 -150.000 8.958
10091.743 404.040 -150.000 6.327
10293.578 404.040 -150.000 7.171
10495.413 404.040 -150.000 8.328
10697.248 404.040 -150.000 7.666
10899.083 404.040 -150.000 10.533
11100.917 404.040 -150.000 9.646
11302.752 404.040 -150.000 10.541
11504.587 404.040 -150.000 11.166
11706.422 404.040 -150.000 10.411
11908.257 404.040 -150.000 12.225
12110.092 404.040 -150.000 12.176
12311.927 404.040 -150.000 11.976
12513.761 404.040 -150.000 12.400
12715.596 404.040 -150.000 13.464
12917.431 404.040 -150.000 14.996
13119.266 404.040 -150.000 14.214
13321.101 404.040 -150.000 14.653
13522.936 404.040 -150.000 13.057
13724.771 404.040 -150.000 14.683
13926.606 404.040 -150.000 13.063
14128.440 404.040 -150.000 13.247
14330.275 404.040 -150.000 10.975
14532.110 404.040 -150.000 12.109
14733.945 404.040 -150.000 9.490
14935.780 404.040 -150.000 6.497
15137.615 404.040 -150.000 6.563
15339.450 404.040 -150.000 3.220
15541.284 404.040 -150.000 3.644
15743.119 404.040 -150.000 0.997
15944.954 404.040 -150.000 0.384
16146.789 404.040 -150.000 -1.498
16348.624 404.040 -150.000 -1.759
16550.459 404.040 -150.000 -3.161
16752.294 404.040 -150.000 -5.021
16954.128 404.040 -150.000 -5.731
17155.963 404.040 -150.000 -7.034
17357.798 404.040 -150.000 -4.236
17559.633 404.040 -150.000 -7.588
17761.468 404.040 -150.000 -7.619
17963.303 404.040 -150.000 -8.000
18165.138 404.040 -150.000 -9.058
18366.972 404.040 -150.000 -8.823
18568.807 404.040 -150.000 -8.152
18770.642 404.040 -150.000 -8.220
18972.477 404.040 -150.000 -7.165
19174.312 404.040 -150.000 -7.452
19376.147 404.040 -150.000 -7.853
19577.982 404.040 -150.000 -9.482
19779.817 404.040 -150.000 -9.007
19981.651 404.040 -150.000 -8.128
20183.486 404.040 -150.000 -7.852
20385.321 404.040 -150.000 -7.734
20587.156 404.040 -150.000 -7.012
20788.991 404.040 -150.000 -7.786
20990.826 404.040 -150.000 -6.785
21192.661 404.040 -150.000 -6.499
21394.495 404.040 -150.000 -7.665
21596.330 404.040 -150.000 -7.040
21798.165 404.040 -150.000 -8.440
22000.000 404.040 -150.000 -7.366
0.000 606.061 -150.000 3.609
201.835 606.061 -150.000 4.311
403.670 606.061 -150.000 6.633
605.505 606.061 -150.000 5.118
807.339 606.061 -150.000 5.169
1009.174 606.061 -150.000 4.480
1211.009 606.061 -150.000 4.334
1412.844 606.061 -150.000 5.430
1614.679 606.061 -150.000 5.848
1816.514 606.061 -150.000 5.967
2018.349 606.061 -150.000 9.160
2220.183 606.061 -150.000 8.164
2422.018 606.061 -150.000 8.401
2623.853 606.061 -150.000 9.883
2825.688 606.061 -150.000 8.663
